snapshot_date,previous_snapshot_date,district_id,district_name,category_id,event_type,poi_id,name,address,signal_strength,why_interesting
2026-07-08,,yangpu_binjiang,杨浦滨江,food_light,no_previous_snapshot,B0FFIAXJMX,杏花楼(鞍山路店),鞍山路42号(鞍山新村地铁站1号口步行450米),0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,food_light,no_previous_snapshot,B0FFGYUNRN,红房子西菜馆特色西点(紫荆广场店),控江路1628号紫荆广场B1层,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,food_light,no_previous_snapshot,B0G0ZCXFHI,老香港点心局(鞍山路店),鞍山路72号,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,food_light,no_previous_snapshot,B0FFGDQUWD,多乐之日(紫荆广场店),控江路1628号紫荆广场(江浦路)L1层L1-11B/12,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,food_light,no_previous_snapshot,B0M6OHLENY,DQ·蛋糕·冰淇淋(上海紫荆广场店),控江路1628号紫荆广场B1,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,food_light,no_previous_snapshot,B0FFKT8ZDD,春杏古早味(紫荆广场店),控江路1688号紫荆广场B1(江浦路地铁站3号口旁),0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,food_light,no_previous_snapshot,B00155KECC,苹果花园(鞍山路店),鞍山路83号,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,food_light,no_previous_snapshot,B0FFJ8OONF,Wagas沃歌斯(上海江浦路店),江浦路1515号A103室,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,food_light,no_previous_snapshot,B0FFKWYZUK,Regal Studio,大连路990号607室,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,food_light,no_previous_snapshot,B0FFGANZRZ,虹口糕团(控江路店)(装修中),控江路1657-1号(江浦路地铁站2号口步行80米),0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,food_light,no_previous_snapshot,B0JABLS02R,天和大包(鞍山路店),上海城区鞍山路71号底层,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,art_space,no_previous_snapshot,B0HD113ML6,上海能级展览展示服务有限公司,飞虹路568弄16号,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,art_space,no_previous_snapshot,B0FFLC03J3,笔中情(上海)文化创意发展中心,周家嘴路与荆州路交叉口东100米,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,lifestyle,no_previous_snapshot,B0FFFGRIO1,上海书城(鞍山路店),鞍山路20号(近控江路)(鞍山新村地铁站1号口步行410米),0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,lifestyle,no_previous_snapshot,B00155ERVP,普育教辅书店(鞍山四村第一小区店),鞍山四村第一小区东南1门旁,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,lifestyle,no_previous_snapshot,B0FFKQS8OF,中田健身工作室(周家嘴路店),飞虹路与许昌路交叉口西南100米,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,lifestyle,no_previous_snapshot,B0FFK69RI2,中田健身工作室(上海信息技术大厦店),控江路1555号上海信息技术大厦F24层,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,lifestyle,no_previous_snapshot,B0HKASI735,超凡健身工作室,江浦路街道控江路1555号上海信息技术大厦606室,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,lifestyle,no_previous_snapshot,B0G3YHUQ9F,大海小燕建筑设计工作室,江浦路1500号2号楼008(江浦路地铁站5号口步行80米),0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,lifestyle,no_previous_snapshot,B0KGP16OLK,炼馆健身工作室,飞虹路与大连路交叉口东120米,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,lifestyle,no_previous_snapshot,B0K2T7QE9L,琪航健身工作室(海上海店),江浦街道大连路970号弘基休闲广场9号楼408室,0,这是第一期基准快照，后续将基于此识别变化。
2026-07-08,,yangpu_binjiang,杨浦滨江,lifestyle,no_previous_snapshot,B0MGYR7C8G,练亿天健身工作室,大连路与三河路交叉口东南120米,0,这是第一期基准快照，后续将基于此识别变化。
